user_id,user_hash,age_group,city_level,register_days,total_pay_amount,is_vip,prefer_categories
user_00328,d3749b9f,55+,新一线,364,387.24,True,"教育,美食"
user_00329,ef092b38,25-34,新一线,414,388.5,True,"体育,游戏,娱乐,旅游,教育"
user_00330,0c53ebea,25-34,新一线,105,196.33,True,"教育,体育"
user_00331,5fa2817c,25-34,三线及以下,187,0.0,False,"生活,时尚,娱乐,科技,游戏"
user_00332,50c5ca58,55+,新一线,306,222.74,True,"体育,娱乐"
user_00333,cce94f2f,18-24,新一线,598,0.0,False,"娱乐,科技,时尚,体育,教育"
user_00334,1427f9bb,18-24,二线城市,362,492.54,True,"科技,教育,游戏,财经,时尚"
user_00335,510b78c6,35-44,二线城市,278,155.88,True,"游戏,体育,旅游"
user_00336,736db30f,25-34,新一线,179,0.0,False,"体育,游戏"
user_00337,0459f454,25-34,新一线,108,103.58,True,"教育,财经,美食,时尚"
user_00338,a7a0a3e9,35-44,新一线,168,323.88,True,"科技,游戏,生活,旅游"
user_00339,9800ea03,35-44,三线及以下,367,30.88,False,"生活,游戏,体育,美食,旅游"
user_00340,8753e260,35-44,二线城市,520,0.0,False,"体育,游戏,生活,时尚"
user_00341,a7c58167,35-44,二线城市,619,273.11,True,"生活,游戏,教育"
user_00342,1a17eab0,45-54,新一线,146,273.49,True,"时尚,旅游,体育"
user_00343,2b60e7b7,35-44,二线城市,502,47.92,False,"美食,教育,娱乐"
user_00344,dd4a006a,45-54,三线及以下,448,58.69,False,"体育,教育,财经,时尚,生活"
user_00345,b889ca47,18-24,新一线,416,269.61,True,"美食,时尚"
user_00346,d8d9a8c2,25-34,二线城市,458,0.0,False,"生活,旅游"
user_00347,7904cc9c,25-34,三线及以下,141,0.0,False,"生活,体育,科技"
user_00348,42c04919,25-34,二线城市,692,0.0,False,"生活,游戏,娱乐,科技,旅游"
user_00349,6bbbd992,25-34,二线城市,561,135.97,True,"美食,生活,游戏"
user_00350,5d1d8c90,25-34,二线城市,542,293.27,True,"生活,科技,美食"
user_00351,228d4631,18-24,新一线,117,642.61,True,"体育,生活"
user_00352,083884a5,25-34,新一线,241,457.3,True,"生活,美食,娱乐,财经,时尚"
user_00353,1c4fa9e8,35-44,新一线,337,152.02,True,"娱乐,科技"
user_00354,8157d6d4,45-54,二线城市,198,194.3,True,"旅游,体育,时尚"
user_00355,e843fe3b,25-34,新一线,503,0.0,False,"游戏,体育,旅游"
user_00356,4b3fc58c,35-44,新一线,59,194.45,True,"美食,游戏,旅游"
user_00357,22507434,18-24,新一线,315,113.4,True,"时尚,娱乐"
user_00358,0d3f1ca4,35-44,二线城市,404,296.82,True,"财经,美食,娱乐,体育"
user_00359,3b37a473,35-44,新一线,684,0.0,False,"时尚,游戏,旅游,教育"
user_00360,757774fe,18-24,新一线,498,355.8,True,"教育,娱乐,体育"
user_00361,a8acff2c,25-34,新一线,149,659.82,True,"生活,体育,游戏"
user_00362,8213a62d,25-34,一线城市,422,167.37,True,"体育,美食,时尚,教育,娱乐"
user_00363,276f3422,25-34,一线城市,352,320.51,True,"时尚,科技,生活,旅游,财经"
user_00364,a5e90a7c,18-24,三线及以下,605,407.04,True,"游戏,美食,时尚,生活,财经"
user_00365,787ab812,25-34,一线城市,61,79.63,False,"教育,科技,时尚"
user_00366,a446d8e8,18-24,新一线,498,267.23,True,"旅游,时尚,娱乐,教育,科技"
user_00367,691a7225,25-34,二线城市,405,203.78,True,"美食,旅游"
user_00368,da2d3a60,18-24,新一线,699,229.3,True,"教育,科技,美食"
user_00369,efdc9e57,25-34,三线及以下,119,0.0,False,"娱乐,财经,旅游,游戏,生活"
user_00370,ba659a07,25-34,新一线,654,207.35,True,"体育,时尚,财经,游戏,娱乐"
user_00371,9e88dfd2,45-54,二线城市,575,349.4,True,"时尚,旅游,体育,美食"
user_00372,684c7677,55+,新一线,616,635.34,True,"旅游,娱乐,体育,游戏"
user_00373,aa506ac9,35-44,三线及以下,313,487.78,True,"体育,财经,时尚"
user_00374,aea226cd,35-44,三线及以下,432,845.95,True,"体育,教育,游戏,财经,美食"
user_00375,09ce06ee,18-24,三线及以下,125,0.0,False,"旅游,教育,生活,财经,游戏"
user_00376,adc2c905,25-34,一线城市,125,461.7,True,"生活,娱乐,游戏,旅游,财经"
user_00377,e305193d,45-54,新一线,360,255.0,True,"生活,旅游,体育,教育"
user_00378,a09707af,45-54,三线及以下,79,856.94,True,"娱乐,美食"
user_00379,6ddf006e,18-24,三线及以下,191,0.0,False,"美食,科技,游戏,娱乐,生活"
user_00380,9905ef36,45-54,三线及以下,339,0.0,False,"教育,娱乐,生活"
user_00381,5543e843,25-34,新一线,694,20.18,False,"科技,游戏,教育"
user_00382,96984699,35-44,三线及以下,469,0.0,False,"娱乐,科技"
user_00383,ad0bea02,18-24,一线城市,637,42.27,False,"旅游,美食,科技"
user_00384,60589bf5,18-24,新一线,153,0.0,False,"体育,美食,娱乐,旅游,财经"
user_00385,c0c0f5ca,18-24,三线及以下,135,245.12,True,"生活,教育,体育,财经"
user_00386,ac9f50b0,35-44,三线及以下,166,302.53,True,"娱乐,旅游,科技"
user_00387,eb0335f0,35-44,一线城市,389,762.85,True,"体育,游戏,美食"
user_00388,19b1ec35,45-54,一线城市,132,485.13,True,"娱乐,游戏,生活"
user_00389,2d9a95b3,55+,新一线,173,26.93,False,"教育,娱乐,财经"
user_00390,14102b88,25-34,二线城市,652,0.0,False,"科技,教育,财经,旅游"
user_00391,8e0f8e5d,35-44,一线城市,431,347.58,True,"科技,财经,美食,旅游"
user_00392,7f770e64,18-24,新一线,638,0.0,False,"旅游,科技"
user_00393,f75f34d9,55+,三线及以下,165,749.44,True,"时尚,游戏,生活,教育,美食"
user_00394,7790afee,18-24,新一线,104,553.83,True,"时尚,娱乐"
user_00395,86e5ea46,18-24,新一线,91,59.25,False,"旅游,教育,游戏,财经,生活"
user_00396,6060f174,25-34,二线城市,580,0.0,False,"教育,娱乐,时尚"
user_00397,f542313e,18-24,三线及以下,189,606.16,True,"游戏,娱乐,教育,生活"
user_00398,633e768e,25-34,三线及以下,274,165.64,True,"财经,娱乐"
user_00399,584cb4d7,55+,一线城市,656,571.34,True,"教育,体育"
user_00400,7f6d5a2d,18-24,二线城市,41,0.0,False,"美食,生活,教育"
user_00401,2485c10b,18-24,一线城市,305,20.19,False,"科技,生活"
user_00402,bf265e1a,45-54,新一线,95,201.57,True,"时尚,娱乐,美食,财经"
user_00403,80a67c7d,25-34,一线城市,610,214.09,True,"生活,体育,教育"
user_00404,56e6645c,35-44,三线及以下,720,64.98,False,"财经,旅游"
user_00405,80990d57,18-24,三线及以下,42,386.85,True,"科技,美食,生活"
user_00406,a37d5c07,25-34,一线城市,66,0.0,False,"财经,生活,时尚,美食,旅游"
user_00407,d31e2324,25-34,三线及以下,615,157.29,True,"娱乐,旅游,科技,时尚"
user_00408,85119095,18-24,二线城市,77,236.09,True,"娱乐,美食,教育,游戏,体育"
user_00409,08b675b6,25-34,二线城市,38,354.33,True,"财经,教育,旅游,生活"
user_00410,624773f1,35-44,新一线,635,413.48,True,"财经,旅游,时尚,娱乐,科技"
user_00411,d2db2859,55+,一线城市,584,0.0,False,"科技,生活,时尚,游戏"
user_00412,6de49c6d,35-44,三线及以下,344,0.0,False,"财经,旅游"
user_00413,b3e3addd,55+,新一线,91,583.3,True,"教育,娱乐,科技"
user_00414,3484b7cb,55+,三线及以下,562,299.69,True,"生活,美食,娱乐,教育,科技"
user_00415,dda82033,25-34,二线城市,433,0.0,False,"时尚,科技"
user_00416,550a1f34,25-34,三线及以下,272,665.35,True,"教育,生活,游戏,旅游"
user_00417,c5d7d646,45-54,新一线,493,234.7,True,"财经,娱乐,时尚,旅游"
user_00418,4b67d6b5,35-44,二线城市,189,553.79,True,"体育,美食"
user_00419,6572752b,25-34,新一线,578,220.26,True,"财经,美食,教育,时尚"
user_00420,45f84eda,25-34,一线城市,191,818.22,True,"时尚,科技,财经,游戏"
user_00421,13236a8c,45-54,一线城市,284,726.6,True,"游戏,旅游,科技,生活"
user_00422,e2de5d6f,25-34,三线及以下,208,125.31,True,"游戏,美食"
user_00423,0a34b6c6,25-34,二线城市,126,491.47,True,"娱乐,体育,时尚,科技,游戏"
user_00424,46804a5c,45-54,三线及以下,163,393.61,True,"游戏,生活,娱乐"
user_00425,586f9f0a,25-34,新一线,106,610.59,True,"娱乐,财经"
user_00426,7b47b16f,45-54,新一线,161,0.0,False,"生活,娱乐"
user_00427,61fa2bef,18-24,新一线,202,405.82,True,"游戏,美食,科技,财经,生活"
user_00428,cf64a068,25-34,新一线,221,517.53,True,"教育,美食,体育,科技"
user_00429,8b92dce0,35-44,二线城市,692,0.0,False,"美食,游戏,时尚,科技"
user_00430,c6ce9306,18-24,新一线,459,0.0,False,"旅游,财经,科技"
user_00431,7d2aa7e9,55+,三线及以下,397,0.0,False,"旅游,美食,生活,教育,游戏"
user_00432,ebe07dfd,25-34,新一线,56,119.18,True,"时尚,财经,科技,游戏"
user_00433,d515b9b9,35-44,一线城市,513,415.26,True,"时尚,财经,体育,科技"
user_00434,a5d2cca5,18-24,新一线,576,650.71,True,"财经,游戏"
user_00435,b42ff845,25-34,三线及以下,207,222.23,True,"财经,生活,旅游"
user_00436,a3a903a3,45-54,一线城市,390,688.58,True,"时尚,财经,美食"
user_00437,083fb9f3,25-34,一线城市,68,0.0,False,"科技,财经"
user_00438,69fbe814,35-44,一线城市,519,0.0,False,"生活,财经"
user_00439,bbcb8ed9,45-54,新一线,211,183.34,True,"科技,时尚,体育,教育"
user_00440,b783364c,35-44,一线城市,143,315.22,True,"娱乐,生活,游戏,教育"
user_00441,063ae96a,18-24,新一线,169,190.19,True,"游戏,美食,生活"
user_00442,04183a7c,18-24,三线及以下,658,0.0,False,"财经,体育,游戏,旅游"
user_00443,19aac5c1,35-44,新一线,211,173.26,True,"时尚,游戏"
user_00444,a7cb6481,45-54,三线及以下,611,0.0,False,"体育,生活"
user_00445,d79832c8,55+,三线及以下,256,400.9,True,"美食,体育"
user_00446,c80d2906,25-34,一线城市,385,309.98,True,"体育,娱乐,生活,财经"
user_00447,e12d061d,18-24,新一线,99,0.0,False,"教育,娱乐,科技,美食"
user_00448,b2a076fe,25-34,二线城市,200,45.84,False,"美食,游戏,生活,教育,财经"
user_00449,1cf3cdcc,18-24,新一线,621,0.0,False,"体育,美食,娱乐"
user_00450,001e9ebf,35-44,一线城市,50,181.2,True,"教育,娱乐,旅游,体育"
user_00451,01dc83b4,18-24,新一线,106,486.54,True,"生活,美食"
user_00452,cc0628c6,35-44,新一线,699,0.0,False,"时尚,游戏,体育"
user_00453,a29d1f69,18-24,新一线,224,351.21,True,"旅游,时尚,教育,生活,体育"
user_00454,e63a321d,25-34,一线城市,432,40.92,False,"体育,科技,生活,旅游,财经"
user_00455,78f6bd60,18-24,三线及以下,670,0.0,False,"财经,娱乐,科技,旅游,游戏"
user_00456,3a8f360b,35-44,三线及以下,514,167.89,True,"教育,游戏"
user_00457,34df55c9,25-34,三线及以下,301,0.0,False,"旅游,游戏"
user_00458,ee53a59a,18-24,三线及以下,408,33.91,False,"美食,科技,教育"
user_00459,60d4d9ba,25-34,新一线,305,0.0,False,"体育,娱乐"
user_00460,24b4dcb5,18-24,新一线,584,789.42,True,"时尚,财经,科技,游戏,旅游"
user_00461,4bfd7c91,45-54,新一线,578,210.58,True,"时尚,财经,美食,体育,科技"
user_00462,bc874286,25-34,三线及以下,65,0.0,False,"娱乐,美食,体育"
user_00463,0b74ed9c,55+,一线城市,246,264.19,True,"体育,科技,游戏"
user_00464,6808c089,18-24,二线城市,236,166.3,True,"时尚,教育,生活"
user_00465,25395c0d,45-54,三线及以下,98,133.71,True,"游戏,旅游"
user_00466,5723ba7a,25-34,新一线,312,384.25,True,"科技,旅游,游戏,时尚,财经"
user_00467,4e4dcf74,18-24,二线城市,626,427.25,True,"娱乐,时尚"
user_00468,e7e81bf8,35-44,三线及以下,382,40.85,False,"教育,游戏,美食,时尚,旅游"
user_00469,f8994d20,25-34,一线城市,442,27.25,False,"时尚,游戏,科技"
user_00470,6a35e7ef,25-34,三线及以下,273,117.48,True,"美食,教育"
user_00471,811a5e1a,45-54,一线城市,340,0.0,False,"教育,美食,娱乐,游戏"
user_00472,68cdb47f,18-24,新一线,483,0.0,False,"教育,游戏,娱乐,美食"
user_00473,e30ea5d2,25-34,三线及以下,446,610.06,True,"旅游,生活,科技,教育,娱乐"
user_00474,b635dd7e,18-24,二线城市,443,693.49,True,"旅游,科技,体育"
user_00475,a9b6517c,18-24,三线及以下,89,125.29,True,"科技,美食,时尚"
user_00476,35e1e461,45-54,二线城市,310,372.97,True,"美食,旅游,游戏,生活"
user_00477,d0d99fa0,55+,二线城市,277,293.38,True,"美食,时尚,体育,游戏"
user_00478,e855066e,25-34,二线城市,382,1123.66,True,"教育,娱乐,时尚"
user_00479,0ceab08c,18-24,一线城市,615,535.87,True,"财经,时尚,旅游"
user_00480,ba1b2a47,25-34,新一线,50,161.62,True,"美食,体育"
user_00481,27e31f9b,35-44,二线城市,38,0.0,False,"教育,时尚,旅游"
user_00482,d804998a,25-34,新一线,387,0.0,False,"教育,财经,美食,体育,生活"
user_00483,e3388ce5,25-34,二线城市,628,261.04,True,"科技,旅游"
user_00484,b7957418,55+,三线及以下,413,0.0,False,"教育,娱乐,美食,科技"
user_00485,5c8a008e,25-34,新一线,362,0.0,False,"教育,时尚,财经,娱乐"
user_00486,536765a1,25-34,新一线,88,6.03,False,"生活,体育,科技,时尚,财经"
user_00487,ff2b2dfa,55+,新一线,458,0.0,False,"游戏,科技,财经,体育,生活"
user_00488,bd852900,35-44,二线城市,683,706.14,True,"生活,旅游,教育,游戏,娱乐"
user_00489,420acb21,45-54,三线及以下,215,464.49,True,"娱乐,美食,体育,生活"
user_00490,a4d51915,25-34,三线及以下,217,197.61,True,"娱乐,财经,生活,时尚"
user_00491,e12e851e,35-44,新一线,369,643.98,True,"教育,时尚,美食,游戏"
user_00492,f9088418,18-24,一线城市,679,223.21,True,"美食,财经"
user_00493,f58a51ef,25-34,三线及以下,420,0.0,False,"游戏,科技,体育,娱乐"
user_00494,27f9ef88,55+,新一线,613,656.94,True,"体育,生活,时尚,游戏,科技"
user_00495,07437225,25-34,二线城市,211,361.67,True,"科技,时尚,美食,体育"
user_00496,1fdaa5a9,18-24,三线及以下,620,0.0,False,"美食,娱乐,体育"
user_00497,9458e68e,35-44,二线城市,443,142.9,True,"美食,游戏,科技,时尚,教育"
user_00498,43083c71,18-24,新一线,44,0.0,False,"旅游,财经,科技,生活"
user_00499,17d4a9fe,18-24,二线城市,261,0.0,False,"教育,体育,娱乐,财经"
user_00500,44d2b3c7,25-34,新一线,96,477.85,True,"教育,时尚"
user_00501,cfc0aeb7,25-34,二线城市,566,772.82,True,"游戏,体育,生活,财经"
user_00502,c400829a,25-34,一线城市,443,0.0,False,"财经,时尚"
user_00503,a5f024a3,35-44,一线城市,52,368.89,True,"娱乐,生活,科技"
user_00504,7606584b,25-34,二线城市,577,4.81,False,"时尚,科技"
user_00505,5c5bdb64,35-44,二线城市,50,53.86,False,"娱乐,游戏"
user_00506,74d00d3e,25-34,一线城市,288,22.28,False,"体育,财经,科技,时尚,旅游"
user_00507,40d40686,35-44,二线城市,306,0.0,False,"游戏,娱乐,旅游"
user_00508,25f967e2,25-34,三线及以下,539,214.56,True,"时尚,财经,教育"
user_00509,0b4688be,45-54,三线及以下,396,0.0,False,"教育,体育,科技,时尚,财经"
user_00510,2787f9f9,45-54,二线城市,522,281.14,True,"财经,科技,旅游,生活"
user_00511,e5fc8a02,18-24,一线城市,617,184.93,True,"体育,娱乐,旅游,生活,游戏"
user_00512,4b231f29,18-24,新一线,266,128.32,True,"教育,时尚,美食,科技,游戏"
user_00513,f2028906,45-54,三线及以下,327,0.0,False,"生活,游戏,娱乐,科技"
user_00514,a07d6fec,45-54,三线及以下,39,26.97,False,"体育,生活,旅游"
user_00515,ba4a944a,45-54,三线及以下,304,426.62,True,"生活,时尚"
user_00516,36632eac,18-24,新一线,497,350.28,True,"游戏,美食,时尚,生活"
user_00517,68e6a88b,45-54,一线城市,165,0.0,False,"体育,娱乐"
user_00518,dbc2520d,25-34,二线城市,612,229.8,True,"体育,游戏,生活,教育,科技"
user_00519,3bbfd061,45-54,三线及以下,163,425.42,True,"美食,娱乐,游戏,财经,科技"
user_00520,dc098a0f,18-24,二线城市,42,0.0,False,"生活,旅游,娱乐"
user_00521,5e8867a7,25-34,二线城市,523,363.01,True,"游戏,体育,科技,美食"
user_00522,45b4e9ec,35-44,一线城市,510,1.21,False,"体育,娱乐,美食,时尚,旅游"
user_00523,f626ab07,25-34,新一线,549,371.18,True,"旅游,游戏,时尚"
user_00524,824e21fb,45-54,一线城市,484,0.0,False,"娱乐,美食,旅游,体育,科技"
user_00525,917822b0,55+,二线城市,48,0.0,False,"游戏,时尚"
user_00526,3b29de4d,18-24,二线城市,123,0.0,False,"旅游,时尚,财经,生活"
user_00527,ff4f0723,35-44,三线及以下,402,214.43,True,"财经,美食"
user_00528,96c95501,25-34,三线及以下,644,277.92,True,"生活,美食,娱乐,科技,时尚"
user_00529,80e4a249,18-24,新一线,678,0.0,False,"旅游,时尚,生活,美食"
user_00530,2febce31,18-24,三线及以下,534,391.58,True,"游戏,娱乐,教育"
user_00531,7dd77d1a,35-44,一线城市,432,0.0,False,"美食,财经,生活"
user_00532,c1ffcb40,18-24,新一线,678,180.18,True,"美食,时尚"
user_00533,6754b790,35-44,三线及以下,167,0.0,False,"科技,旅游,时尚,教育,财经"
user_00534,9109a0bc,45-54,新一线,550,4.45,False,"时尚,体育,旅游"
user_00535,d186bb1e,18-24,二线城市,650,214.22,True,"旅游,游戏,时尚,教育"
user_00536,3185d22d,45-54,三线及以下,310,0.0,False,"生活,教育,美食,游戏,娱乐"
user_00537,03bbf9e5,18-24,二线城市,554,84.63,False,"旅游,生活,财经,娱乐"
user_00538,0cf09d7e,18-24,二线城市,383,501.89,True,"体育,旅游,生活"
user_00539,a9c37ade,35-44,三线及以下,605,26.93,False,"时尚,游戏,教育,旅游,财经"
user_00540,e76005b3,45-54,二线城市,55,450.71,True,"体育,科技,旅游,娱乐,时尚"
user_00541,92defa36,35-44,一线城市,323,0.0,False,"体育,科技,教育,娱乐"
user_00542,ecb1c00f,35-44,一线城市,493,358.94,True,"时尚,旅游"
user_00543,c7a83deb,45-54,二线城市,604,632.47,True,"财经,旅游,教育,生活,游戏"
user_00544,47a570f2,18-24,新一线,456,0.0,False,"旅游,科技,时尚,生活"
user_00545,4f7ded70,25-34,二线城市,483,0.0,False,"生活,旅游,财经"
user_00546,acfd6074,35-44,三线及以下,331,373.12,True,"体育,娱乐,时尚,旅游,生活"
user_00547,c556928c,25-34,新一线,468,139.09,True,"旅游,教育,体育,娱乐"
user_00548,e9610e67,25-34,新一线,368,311.34,True,"体育,科技,时尚,美食,教育"
user_00549,99f58543,18-24,三线及以下,660,18.8,False,"美食,旅游,生活,科技"
user_00550,8b2e735b,35-44,新一线,255,225.98,True,"旅游,娱乐,体育"
user_00551,57a7d025,25-34,二线城市,124,153.3,True,"财经,时尚,生活,体育"
user_00552,4704f0bb,25-34,新一线,663,550.33,True,"旅游,科技,娱乐,生活,体育"
user_00553,9d461a4e,25-34,三线及以下,658,276.33,True,"科技,生活,游戏"
user_00554,2214ff3d,45-54,三线及以下,425,301.28,True,"旅游,教育,科技,时尚"
user_00555,b0c75b10,45-54,新一线,550,76.44,False,"美食,科技,教育,生活,娱乐"
user_00556,75e757f8,25-34,一线城市,128,53.72,False,"旅游,时尚,科技"
user_00557,203645d4,35-44,新一线,674,70.23,False,"游戏,娱乐,财经"
user_00558,99125926,25-34,二线城市,475,318.34,True,"体育,科技"
user_00559,d5635620,25-34,新一线,119,73.7,False,"科技,体育"
user_00560,893b81a6,35-44,二线城市,618,286.93,True,"教育,游戏,旅游"
user_00561,29132445,25-34,新一线,353,822.62,True,"游戏,娱乐"
user_00562,4c2c2085,25-34,二线城市,663,461.34,True,"时尚,科技"
user_00563,110c13ed,35-44,一线城市,544,102.19,True,"教育,时尚"
user_00564,80475c3e,35-44,新一线,478,560.36,True,"游戏,科技,美食,娱乐,教育"
user_00565,55eff79e,18-24,二线城市,588,77.58,False,"体育,教育,生活,科技"
user_00566,ac5bbbb7,25-34,二线城市,156,0.0,False,"科技,游戏"
user_00567,60eafcc8,25-34,三线及以下,342,0.0,False,"生活,财经,游戏"
user_00568,eb6310ea,45-54,三线及以下,175,0.0,False,"体育,财经,教育"
user_00569,fb35062a,18-24,一线城市,610,94.55,False,"旅游,美食"
user_00570,1af1aa8e,35-44,一线城市,717,205.53,True,"教育,娱乐"
user_00571,882bd091,18-24,二线城市,368,702.93,True,"体育,财经,娱乐,时尚"
user_00572,884c53b9,35-44,三线及以下,355,298.08,True,"美食,生活,教育,旅游,时尚"
user_00573,6fe4d82e,18-24,二线城市,353,134.27,True,"体育,科技,生活,娱乐,游戏"
user_00574,cbe44272,35-44,二线城市,313,448.82,True,"体育,生活,美食,财经"
user_00575,f25493b6,25-34,三线及以下,528,0.0,False,"体育,娱乐"
user_00576,64bb55ab,45-54,三线及以下,173,270.68,True,"教育,娱乐,旅游"
user_00577,ae8d6030,45-54,三线及以下,676,431.26,True,"时尚,游戏"
user_00578,703ee379,35-44,新一线,67,0.0,False,"旅游,时尚,美食,生活"
user_00579,e34cc826,35-44,新一线,258,543.13,True,"体育,美食,娱乐,财经"
user_00580,a9cc7bee,25-34,一线城市,274,301.55,True,"旅游,体育,美食"
user_00581,81bdd634,18-24,二线城市,609,75.41,False,"美食,生活,科技"
user_00582,4cd2380d,18-24,新一线,94,389.83,True,"生活,财经,科技,时尚"
user_00583,e086a925,18-24,三线及以下,399,881.21,True,"美食,时尚,科技,旅游,生活"
user_00584,1a5c5ed7,25-34,二线城市,563,254.56,True,"教育,旅游,体育,财经"
user_00585,b70edfb2,35-44,新一线,699,274.47,True,"旅游,教育"
user_00586,24abe614,25-34,三线及以下,558,62.19,False,"生活,时尚,美食,游戏,财经"
user_00587,74092141,45-54,一线城市,172,0.0,False,"体育,财经,娱乐,教育,生活"
user_00588,ee72a8ac,25-34,一线城市,191,449.1,True,"时尚,娱乐,财经,美食"
user_00589,f0390958,45-54,二线城市,523,0.0,False,"美食,财经,体育,生活,旅游"
user_00590,deed305b,18-24,一线城市,617,221.47,True,"体育,旅游,科技"
user_00591,3d48651c,45-54,一线城市,200,56.7,False,"体育,旅游,游戏,教育"
user_00592,87336327,55+,二线城市,707,343.69,True,"娱乐,财经,美食,教育"
user_00593,0957d5c4,55+,三线及以下,204,300.1,True,"游戏,体育,旅游"
user_00594,fd5638f5,35-44,二线城市,201,511.26,True,"美食,娱乐,财经,时尚"
user_00595,c2bf05e9,25-34,一线城市,237,47.0,False,"体育,娱乐,时尚,财经,教育"
user_00596,7af9a186,25-34,三线及以下,574,119.04,True,"娱乐,美食"
user_00597,5e46e035,35-44,三线及以下,582,0.0,False,"游戏,旅游"
user_00598,8bed0667,25-34,三线及以下,572,66.71,False,"财经,美食,游戏,体育,教育"
user_00599,e66bf633,45-54,三线及以下,619,313.19,True,"游戏,体育"
user_00600,96a032a2,25-34,三线及以下,115,427.1,True,"时尚,旅游,游戏,体育"
user_00601,a87d8998,18-24,二线城市,37,0.0,False,"旅游,科技"
user_00602,511fd576,25-34,新一线,353,460.88,True,"生活,娱乐,体育,财经,时尚"
user_00603,7266b02f,25-34,新一线,578,606.69,True,"时尚,生活,教育,旅游,财经"
user_00604,10b975de,35-44,新一线,600,324.03,True,"体育,生活,美食,时尚,游戏"
user_00605,3433bd0e,25-34,三线及以下,437,763.04,True,"娱乐,财经,美食"
user_00606,5848fc8d,35-44,三线及以下,132,0.0,False,"旅游,游戏,生活"
user_00607,3946d503,45-54,二线城市,83,0.0,False,"游戏,科技,娱乐"
user_00608,6f5dbbfa,45-54,新一线,644,0.0,False,"娱乐,时尚,教育,旅游,体育"
user_00609,532f61dd,18-24,一线城市,423,648.81,True,"时尚,旅游,教育,生活,美食"
user_00610,18c477a6,18-24,三线及以下,209,396.31,True,"美食,科技,财经,游戏,生活"
user_00611,869d8652,55+,二线城市,229,183.32,True,"时尚,旅游"
user_00612,95b76939,25-34,新一线,203,283.99,True,"生活,财经"
user_00613,8e6c3fc8,35-44,三线及以下,118,0.0,False,"游戏,生活,时尚,财经"
user_00614,5392a4e6,25-34,二线城市,100,933.73,True,"旅游,教育"
user_00615,9b595901,35-44,二线城市,626,238.77,True,"生活,教育,财经,旅游"
user_00616,9fd645c0,55+,新一线,443,232.82,True,"教育,体育"
user_00617,af892a9d,25-34,一线城市,104,417.73,True,"生活,娱乐,教育,美食"
user_00618,1493f922,45-54,二线城市,483,344.3,True,"时尚,美食,财经,游戏,体育"
user_00619,990403e2,55+,新一线,501,267.17,True,"美食,娱乐"
user_00620,1d6ec7d1,25-34,新一线,255,0.0,False,"生活,游戏,时尚"
user_00621,af992748,25-34,一线城市,299,341.44,True,"教育,娱乐,游戏"
user_00622,6769e556,35-44,三线及以下,107,764.61,True,"美食,生活,旅游"
user_00623,dc3eba29,18-24,二线城市,217,603.63,True,"美食,财经,旅游"
user_00624,08b0a9d0,35-44,三线及以下,241,677.96,True,"财经,时尚,生活"
user_00625,befce9a6,18-24,一线城市,110,46.64,False,"时尚,科技,旅游,游戏,财经"
user_00626,9e9d7103,25-34,新一线,618,0.0,False,"美食,体育,教育,财经"
user_00627,8eb1fa6d,18-24,二线城市,85,162.26,True,"美食,旅游,科技,教育,体育"
user_00628,74cbd020,25-34,二线城市,208,216.72,True,"娱乐,旅游,美食,体育,生活"
user_00629,11493c15,18-24,二线城市,418,528.26,True,"生活,时尚"
user_00630,2a97210a,35-44,新一线,591,0.0,False,"财经,教育,美食,旅游"
user_00631,3ce5c2f4,25-34,一线城市,464,658.87,True,"游戏,生活,旅游"
user_00632,fa0215a4,45-54,新一线,214,152.6,True,"时尚,财经,娱乐"
user_00633,3717f938,35-44,三线及以下,598,71.94,False,"游戏,财经,体育,时尚,生活"
user_00634,8c6462ae,18-24,三线及以下,210,0.0,False,"美食,体育,生活,游戏,财经"
user_00635,6c17014c,25-34,二线城市,611,0.0,False,"游戏,娱乐"
user_00636,9401c0b4,35-44,一线城市,290,446.95,True,"娱乐,美食,生活,体育,游戏"
user_00637,80dc4e80,25-34,二线城市,293,222.0,True,"科技,游戏,娱乐,体育"
user_00638,024729aa,45-54,三线及以下,233,0.0,False,"教育,生活,旅游"
user_00639,3f372909,35-44,新一线,487,0.0,False,"游戏,教育"
user_00640,980deab6,25-34,三线及以下,201,99.26,False,"游戏,时尚,娱乐,科技"
user_00641,1e455d7e,18-24,新一线,354,700.71,True,"教育,游戏,时尚,财经"
user_00642,54c0b23b,35-44,三线及以下,631,122.12,True,"游戏,体育,旅游,时尚,科技"
user_00643,b76fe76b,18-24,新一线,287,0.0,False,"财经,体育"
user_00644,46042bc4,25-34,一线城市,514,126.28,True,"科技,游戏"
user_00645,f3122f6e,25-34,三线及以下,136,118.18,True,"时尚,体育,娱乐,生活"
user_00646,ec08a735,55+,新一线,264,0.0,False,"教育,美食,体育"
user_00647,49d0bb9d,18-24,三线及以下,59,183.71,True,"生活,时尚"
user_00648,1930737d,45-54,新一线,583,130.72,True,"旅游,美食,体育,生活"
user_00649,9c19498c,25-34,二线城市,497,408.86,True,"旅游,时尚,教育,体育,财经"
user_00650,20451a23,25-34,三线及以下,482,754.69,True,"生活,游戏,教育,娱乐"
user_00651,78b7e5fe,25-34,一线城市,169,537.97,True,"教育,美食,科技,生活"
user_00652,d7d55052,55+,三线及以下,518,119.33,True,"科技,游戏,教育,美食"
